# trisquel golden manifest
# package:      linux-hwe-6.11
# blessed-by:   ark@switnet.org
# blessed-at:   2026-07-25T11:06:09+00:00
# upstream:     noble (24.04)  helper-version: 36
# upstream-version: 6.11.0-29.29~24.04.1
# blessed-with: AUDIT_BLESS=1
# body-sha256:  bb0e6f6a2dd493288cf222f1515c833f0f0c3be29d81b82e4c06b05a9f612f4f
--- manifest ---
1	1	Documentation/ABI/testing/sysfs-driver-ge-achc
43	5	Documentation/admin-guide/README.rst
1	12	Documentation/admin-guide/btmrvl.rst
1	3	Documentation/admin-guide/media/avermedia.rst
1	6	Documentation/admin-guide/media/bttv.rst
1	1	Documentation/admin-guide/media/ivtv.rst
0	107	Documentation/admin-guide/media/lmedm04.rst
1	22	Documentation/admin-guide/media/opera-firmware.rst
1	3	Documentation/admin-guide/media/ttusb-dec.rst
2	6	Documentation/arch/arm/ixp4xx.rst
1	24	Documentation/arch/arm/keystone/knav-qmss.rst
7	15	Documentation/arch/x86/microcode.rst
1	1	Documentation/devicetree/bindings/display/msm/gpu.yaml
1	1	Documentation/devicetree/bindings/dma/fsl,imx-sdma.yaml
1	1	Documentation/devicetree/bindings/dsp/fsl,dsp.yaml
2	2	Documentation/devicetree/bindings/mfd/iqs62x.yaml
1	1	Documentation/devicetree/bindings/net/bluetooth/nxp,88w8987-bt.yaml
3	3	Documentation/devicetree/bindings/net/bluetooth/qualcomm-bluetooth.yaml
1	1	Documentation/devicetree/bindings/net/marvell,aquantia.yaml
1	1	Documentation/devicetree/bindings/net/qcom,ipa.yaml
6	6	Documentation/devicetree/bindings/net/ti,icssg-prueth.yaml
1	1	Documentation/devicetree/bindings/net/wireless/qcom,ath10k.yaml
1	1	Documentation/devicetree/bindings/net/wireless/qcom,ath11k.yaml
1	1	Documentation/devicetree/bindings/remoteproc/qcom,sc8280xp-pas.yaml
1	1	Documentation/devicetree/bindings/remoteproc/qcom,sm6115-pas.yaml
1	1	Documentation/devicetree/bindings/remoteproc/qcom,sm8150-pas.yaml
1	1	Documentation/devicetree/bindings/remoteproc/qcom,sm8350-pas.yaml
2	2	Documentation/devicetree/bindings/remoteproc/qcom,sm8550-pas.yaml
1	1	Documentation/devicetree/bindings/remoteproc/qcom,wcnss-pil.yaml
1	1	Documentation/devicetree/bindings/remoteproc/wkup_m3_rproc.txt
1	1	Documentation/devicetree/bindings/soc/qcom/qcom,wcnss.yaml
2	2	Documentation/devicetree/bindings/soc/ti/wkup-m3-ipc.yaml
2	2	Documentation/devicetree/bindings/sound/fsl,easrc.yaml
1	1	Documentation/devicetree/bindings/usb/ti,tps6598x.yaml
2	2	Documentation/dontdiff
1	1	Documentation/driver-api/ptp.rst
2	2	Documentation/hid/intel-ish-hid.rst
1	26	Documentation/networking/device_drivers/atm/fore200e.rst
1	72	Documentation/networking/device_drivers/ethernet/intel/ice.rst
6	6	Documentation/networking/device_drivers/ethernet/netronome/nfp.rst
1	18	Documentation/scsi/wd719x.rst
7	7	Documentation/sound/alsa-configuration.rst
2	74	Documentation/sound/cards/multisound.sh
1	1	Makefile
2	2	README
1	1	arch/arm/boot/dts/allwinner/sun8i-a23-gt90h-v4.dts
1	1	arch/arm/boot/dts/allwinner/sun8i-a23-inet86dz.dts
1	1	arch/arm/boot/dts/allwinner/sun8i-a23-polaroid-mid2407pxe03.dts
1	1	arch/arm/boot/dts/allwinner/sun8i-a23-polaroid-mid2809pxe04.dts
1	1	arch/arm/boot/dts/allwinner/sun8i-a33-ga10h-v1.1.dts
1	1	arch/arm/boot/dts/nxp/imx/imx25.dtsi
1	1	arch/arm/boot/dts/nxp/imx/imx31.dtsi
1	1	arch/arm/boot/dts/nxp/imx/imx35.dtsi
1	1	arch/arm/boot/dts/nxp/imx/imx50.dtsi
1	1	arch/arm/boot/dts/nxp/imx/imx51.dtsi
1	1	arch/arm/boot/dts/nxp/imx/imx53-tx53.dtsi
1	1	arch/arm/boot/dts/nxp/imx/imx53.dtsi
1	1	arch/arm/boot/dts/nxp/imx/imx6qdl.dtsi
1	1	arch/arm/boot/dts/nxp/imx/imx6sl.dtsi
1	1	arch/arm/boot/dts/nxp/imx/imx6sll.dtsi
1	1	arch/arm/boot/dts/nxp/imx/imx6sx.dtsi
1	1	arch/arm/boot/dts/nxp/imx/imx6ul.dtsi
1	1	arch/arm/boot/dts/nxp/imx/imx7s.dtsi
2	2	arch/arm/boot/dts/qcom/qcom-apq8074-dragonboard.dts
1	1	arch/arm/boot/dts/qcom/qcom-msm8926-htc-memul.dts
1	1	arch/arm/boot/dts/st/stm32mp135f-dk.dts
1	1	arch/arm/boot/dts/ti/omap/am335x-bone-common.dtsi
1	1	arch/arm/boot/dts/ti/omap/am335x-evm.dts
1	1	arch/arm/boot/dts/ti/omap/am335x-evmsk.dts
1	1	arch/arm/boot/dts/ti/omap/am33xx-l4.dtsi
1	1	arch/arm/boot/dts/ti/omap/am437x-gp-evm.dts
1	1	arch/arm/boot/dts/ti/omap/am437x-l4.dtsi
1	1	arch/arm/boot/dts/ti/omap/am437x-sk-evm.dts
1	1	arch/arm/boot/dts/ti/omap/am43x-epos-evm.dts
2	3	arch/arm/mach-omap2/pm33xx-core.c
3	3	arch/arm64/boot/dts/freescale/imx8mm.dtsi
4	4	arch/arm64/boot/dts/freescale/imx8mn.dtsi
4	4	arch/arm64/boot/dts/freescale/imx8mp.dtsi
2	2	arch/arm64/boot/dts/freescale/imx8mq.dtsi
1	1	arch/arm64/boot/dts/mediatek/mt8183-kukui-kakadu.dtsi
1	1	arch/arm64/boot/dts/mediatek/mt8183-kukui-krane.dtsi
2	2	arch/arm64/boot/dts/mediatek/mt8183-kukui.dtsi
1	1	arch/arm64/boot/dts/mediatek/mt8186-corsola.dtsi
1	1	arch/arm64/boot/dts/mediatek/mt8192-asurada.dtsi
1	1	arch/arm64/boot/dts/mediatek/mt8195-cherry.dtsi
1	1	arch/arm64/boot/dts/mediatek/mt8395-kontron-3-5-sbc-i1200.dts
3	3	arch/arm64/boot/dts/qcom/apq8016-sbc.dts
2	2	arch/arm64/boot/dts/qcom/apq8016-schneider-hmibsc.dts
2	2	arch/arm64/boot/dts/qcom/apq8096-db820c.dts
6	6	arch/arm64/boot/dts/qcom/msm8996-oneplus3.dts
6	6	arch/arm64/boot/dts/qcom/msm8996-oneplus3t.dts
6	6	arch/arm64/boot/dts/qcom/msm8996-xiaomi-gemini.dts
6	6	arch/arm64/boot/dts/qcom/msm8996pro-xiaomi-natrium.dts
6	6	arch/arm64/boot/dts/qcom/msm8996pro-xiaomi-scorpio.dts
2	2	arch/arm64/boot/dts/qcom/msm8998-lenovo-miix-630.dts
6	6	arch/arm64/boot/dts/qcom/qcm6490-fairphone-fp5.dts
4	4	arch/arm64/boot/dts/qcom/qcm6490-idp.dts
6	6	arch/arm64/boot/dts/qcom/qcm6490-shift-otter.dts
4	4	arch/arm64/boot/dts/qcom/qcs6490-rb3gen2.dts
4	4	arch/arm64/boot/dts/qcom/qcs8550-aim300-aiot.dts
3	3	arch/arm64/boot/dts/qcom/qrb2210-rb1.dts
4	4	arch/arm64/boot/dts/qcom/qrb4210-rb2.dts
3	3	arch/arm64/boot/dts/qcom/qrb5165-rb5.dts
2	2	arch/arm64/boot/dts/qcom/sa8155p-adp.dts
4	4	arch/arm64/boot/dts/qcom/sa8295p-adp.dts
2	2	arch/arm64/boot/dts/qcom/sa8540p-ride.dts
4	4	arch/arm64/boot/dts/qcom/sc7180-acer-aspire1.dts
2	2	arch/arm64/boot/dts/qcom/sc7180-trogdor-lte-sku.dtsi
2	2	arch/arm64/boot/dts/qcom/sc7180-trogdor.dtsi
1	1	arch/arm64/boot/dts/qcom/sc7280-chrome-common.dtsi
2	2	arch/arm64/boot/dts/qcom/sc7280-herobrine-lte-sku.dtsi
4	4	arch/arm64/boot/dts/qcom/sc8180x-lenovo-flex-5g.dts
3	3	arch/arm64/boot/dts/qcom/sc8180x-primus.dts
3	3	arch/arm64/boot/dts/qcom/sc8280xp-crd.dts
4	4	arch/arm64/boot/dts/qcom/sc8280xp-lenovo-thinkpad-x13s.dts
1	1	arch/arm64/boot/dts/qcom/sda660-inforce-ifc6560.dts
1	1	arch/arm64/boot/dts/qcom/sdm630-sony-xperia-nile.dtsi
4	4	arch/arm64/boot/dts/qcom/sdm845-db845c.dts
4	4	arch/arm64/boot/dts/qcom/sdm845-lg-judyln.dts
4	4	arch/arm64/boot/dts/qcom/sdm845-lg-judyp.dts
4	4	arch/arm64/boot/dts/qcom/sdm845-mtp.dts
8	8	arch/arm64/boot/dts/qcom/sdm845-oneplus-common.dtsi
8	8	arch/arm64/boot/dts/qcom/sdm845-shift-axolotl.dts
4	4	arch/arm64/boot/dts/qcom/sdm845-sony-xperia-tama.dtsi
6	6	arch/arm64/boot/dts/qcom/sdm845-xiaomi-beryllium-common.dtsi
6	6	arch/arm64/boot/dts/qcom/sdm845-xiaomi-polaris.dts
6	6	arch/arm64/boot/dts/qcom/sdm850-lenovo-yoga-c630.dts
5	5	arch/arm64/boot/dts/qcom/sdm850-samsung-w737.dts
4	4	arch/arm64/boot/dts/qcom/sm6115p-lenovo-j606f.dts
